,fire_type,day,month,temperature,humidity,uwind,t1w,t2w,t3w,h1w,h2w,h3w
89,10,14,4,278.3999938964844,54.83000183105469,-1.6699981689453125,279.93719482421875,278.2828369140625,275.70611572265625,56.98569869995117,72.30504608154297,74.663330078125
90,6,19,3,270.42999267578125,72.30000305175781,-0.3800048828125,266.9228210449219,263.3370361328125,261.0884704589844,76.30714416503906,79.93495178222656,82.31378936767578
91,10,28,3,272.3399963378906,38.589996337890625,2.459991455078125,274.7513427734375,269.6600036621094,266.7781066894531,69.51288604736328,69.24784851074219,71.21714782714844
92,11,14,5,289.6400146484375,43.910003662109375,2.649993896484375,285.7571716308594,284.9043884277344,283.32427978515625,54.067161560058594,60.10641860961914,63.214805603027344
93,4,31,3,284.45001220703125,58.100006103515625,0.0999908447265625,279.0015563964844,276.71136474609375,273.4343566894531,60.761444091796875,69.97354125976562,73.54904174804688
94,11,20,8,294.82000732421875,50.279998779296875,2.69000244140625,294.6643981933594,293.9949951171875,294.59912109375,56.99140548706055,58.63065719604492,61.40521240234375
95,11,17,4,285.94000244140625,52.63999938964844,1.720001220703125,279.198486328125,278.3714294433594,275.8675842285156,57.2743034362793,68.90643310546875,73.45521545410156
96,11,13,4,280.8800048828125,37.980010986328125,-0.660003662109375,281.10577392578125,279.24285888671875,276.5680847167969,55.81999206542969,72.70928192138672,73.51046752929688
97,11,3,5,293.69000244140625,43.760009765625,2.8899993896484375,288.50860595703125,284.76495361328125,283.8675537109375,60.118629455566406,63.61213684082031,60.91668701171875
98,2,21,10,281.3800048828125,64.49000549316406,-3.1399993896484375,287.5114440917969,286.04345703125,284.88916015625,64.91282653808594,65.1042251586914,67.37854766845703
99,4,23,11,271.8800048828125,57.779998779296875,3.4900054931640625,272.4085388183594,271.28271484375,273.294677734375,56.78425979614258,50.68428421020508,59.570465087890625
100,11,7,5,293.47998046875,67.42999267578125,-4.07000732421875,294.9185485839844,290.24853515625,288.2353515625,53.845706939697266,57.307777404785156,58.9085578918457
101,3,5,9,289.5999755859375,67.1300048828125,-3.600006103515625,291.4215087890625,291.13916015625,291.1986083984375,69.21287536621094,66.5821533203125,67.1042709350586
102,6,4,5,291.4599914550781,45.20001220703125,7.42999267578125,286.3971252441406,283.3700866699219,282.2442626953125,55.945716857910156,62.35282897949219,63.442359924316406
103,10,11,5,282.4599914550781,51.94999694824219,-3.470001220703125,285.5699462890625,285.6841735839844,283.3847351074219,53.544288635253906,60.500003814697266,63.00664520263672
104,9,13,4,279.2099914550781,40.1099853515625,1.089996337890625,279.7843322753906,277.845703125,275.3265686035156,59.981414794921875,74.9386215209961,76.13237762451172
105,5,25,4,278.510009765625,51.30999755859375,0.8300018310546875,278.5470886230469,278.55206298828125,277.80194091796875,69.00285339355469,68.2685775756836,73.01950073242188
106,8,12,7,294.6600036621094,42.399993896484375,2.589996337890625,290.27862548828125,291.25927734375,293.1877136230469,50.89713668823242,58.517154693603516,55.3133544921875
107,3,31,1,255.9199981689453,88.14999389648438,-4.05999755859375,248.9971923828125,248.34002685546875,252.13430786132812,88.35000610351562,91.4864273071289,89.15856170654297
108,6,20,4,277.0999755859375,52.97999572753906,3.1100006103515625,275.1601257324219,275.7299499511719,272.9599914550781,56.402801513671875,71.58358764648438,74.8233413696289
109,6,20,8,291.07000732421875,52.16999816894531,1.9499969482421875,292.8942565917969,293.9258728027344,295.0514831542969,53.284278869628906,54.16643142700195,54.21187973022461
110,9,15,4,278.3699951171875,64.19000244140625,-1.30999755859375,277.0585632324219,275.6477966308594,276.2029113769531,59.00144958496094,48.99787521362305,50.877140045166016
111,8,10,5,293.6499938964844,30.6199951171875,1.660003662109375,284.0372619628906,280.75640869140625,280.237548828125,53.85710144042969,58.15855407714844,62.74905776977539
112,4,2,11,264.70001220703125,81.89999389648438,-1.029998779296875,276.8370361328125,276.46929931640625,278.2900390625,76.7342758178711,77.7114486694336,68.22811889648438
113,4,1,10,278.1499938964844,79.6300048828125,4.3800048828125,283.96722412109375,285.4486083984375,285.21502685546875,75.77850341796875,71.90074157714844,70.72856140136719
114,6,18,3,267.6199951171875,70.33999633789062,1.8800048828125,266.23284912109375,261.040771484375,259.7476806640625,83.77714538574219,86.76286315917969,88.63904571533203
115,6,25,4,292.1400146484375,36.3800048828125,0.1300048828125,287.2299499511719,284.52557373046875,282.00091552734375,31.27713966369629,34.7713737487793,33.81902313232422
116,3,6,4,285.1300048828125,57.13999938964844,-3.1999969482421875,281.89141845703125,279.22930908203125,277.275634765625,66.24432373046875,72.36931610107422,75.17810821533203
117,10,30,9,280.19000244140625,77.0,2.7299957275390625,280.75836181640625,280.407958984375,279.8602294921875,78.79569244384766,74.95787048339844,73.87812042236328
118,9,25,10,280.25,68.3800048828125,0.2299957275390625,277.3099670410156,276.21429443359375,278.79290771484375,72.92003631591797,73.67574310302734,68.86042022705078
119,6,22,9,293.3599853515625,71.55000305175781,1.089996337890625,289.1686706542969,288.45709228515625,289.4686279296875,73.8642578125,74.56644439697266,72.39424896240234
120,6,20,3,271.08001708984375,87.14999389648438,-1.32000732421875,267.17138671875,264.5191955566406,261.64276123046875,78.05428314208984,80.38209533691406,81.97664642333984
121,9,4,8,297.260009765625,68.02999877929688,-2.07000732421875,301.1686706542969,301.0586853027344,300.0432434082031,48.15998077392578,53.459346771240234,56.69768524169922
122,9,20,4,283.58001708984375,66.69999694824219,4.339996337890625,284.1400146484375,282.279296875,280.5147399902344,66.0443344116211,59.41712188720703,67.57286071777344
123,11,3,5,294.989990234375,59.21000671386719,3.8699951171875,286.7471008300781,282.75714111328125,282.2885437011719,67.51570129394531,69.0585708618164,66.73951721191406
124,6,22,4,283.44000244140625,21.260009765625,3.3000030517578125,285.1786193847656,281.48504638671875,279.0563049316406,41.33715057373047,49.75429916381836,45.18857192993164
125,5,7,10,270.92999267578125,72.95999145507812,1.4900054931640625,275.241455078125,277.392822265625,277.98748779296875,79.56722259521484,75.5321273803711,74.39757537841797
126,8,9,7,293.4599914550781,35.45001220703125,-0.94000244140625,290.392822265625,295.5999450683594,296.4580993652344,45.70567321777344,43.04648971557617,42.10663604736328
127,10,28,3,272.3399963378906,38.589996337890625,2.459991455078125,274.7513427734375,269.6600036621094,266.7781066894531,69.51288604736328,69.24784851074219,71.21714782714844
128,6,13,4,279.6099853515625,41.1300048828125,-2.2400054931640625,281.52716064453125,279.6264343261719,276.6794738769531,58.147132873535156,73.56422424316406,77.7252197265625
129,10,21,7,296.20001220703125,46.07000732421875,0.1100006103515625,293.44146728515625,295.7771911621094,295.4299621582031,65.79289245605469,60.743534088134766,57.93954086303711
130,3,23,6,300.94000244140625,30.170013427734375,-5.3800048828125,298.18585205078125,296.6164245605469,295.2342529296875,36.37425231933594,40.35211944580078,42.11140823364258
131,8,2,5,288.2099914550781,35.029998779296875,-1.6800079345703125,282.5600280761719,282.91864013671875,281.6814270019531,53.31289291381836,50.78636932373047,54.457176208496094
132,10,24,9,280.8399963378906,84.0,1.6999969482421875,279.02996826171875,278.9214782714844,277.97955322265625,71.70286560058594,64.9385986328125,66.11952209472656
133,10,17,10,274.1600036621094,82.08999633789062,0.0,276.6513671875,279.6163330078125,281.11669921875,71.0185317993164,66.54144287109375,67.37862396240234
134,6,30,4,286.78997802734375,61.61000061035156,-0.3600006103515625,282.5128479003906,279.9500427246094,278.8387145996094,61.944305419921875,64.4942626953125,69.86713409423828
135,10,16,9,291.3900146484375,61.80000305175781,-2.6399993896484375,289.40435791015625,289.64776611328125,290.83148193359375,59.68574142456055,62.06430435180664,62.705230712890625
136,8,13,5,279.47998046875,45.8699951171875,1.0800018310546875,282.3629455566406,281.5443115234375,281.2442321777344,58.087127685546875,58.123558044433594,60.45570755004883
137,10,28,3,272.3399963378906,38.589996337890625,2.459991455078125,274.7513427734375,269.6600036621094,266.7781066894531,69.51288604736328,69.24784851074219,71.21714782714844
138,9,12,5,284.1099853515625,50.1199951171875,1.839996337890625,282.7315368652344,282.06646728515625,281.1332702636719,56.74998474121094,58.5135612487793,60.839996337890625
139,3,19,9,291.489990234375,48.11000061035156,0.0500030517578125,292.9544677734375,293.79638671875,295.53106689453125,62.81432342529297,66.57211303710938,60.95383071899414
140,11,3,10,287.8800048828125,40.260009765625,0.1399993896484375,284.4357604980469,286.6279296875,288.5753173828125,54.78999710083008,59.18858337402344,54.619041442871094
141,9,29,4,285.4100036621094,56.75,0.9900054931640625,282.222900390625,283.8314514160156,283.3161926269531,63.255706787109375,65.33856964111328,60.8604621887207
142,3,20,10,281.22998046875,70.58000183105469,0.19000244140625,285.7171936035156,284.81292724609375,283.834716796875,71.3514404296875,71.28073120117188,72.85852813720703
143,4,22,9,280.66998291015625,66.52999877929688,4.529998779296875,279.5457458496094,278.6021423339844,278.6308288574219,68.95721435546875,70.21282958984375,68.33424377441406
144,8,8,5,289.3900146484375,29.6199951171875,-0.55999755859375,285.891357421875,283.4479064941406,283.3414001464844,36.665748596191406,34.0664176940918,31.42477035522461
145,4,12,11,267.22998046875,33.420013427734375,-12.040008544921875,274.4798889160156,275.88568115234375,278.3685302734375,66.6356430053711,64.7928695678711,67.51144409179688
146,10,22,3,273.03997802734375,70.70999145507812,1.6999969482421875,272.1929626464844,268.3584899902344,264.4195861816406,78.9657211303711,81.82568359375,82.56094360351562
147,4,21,11,263.0899963378906,71.95999145507812,0.410003662109375,264.1501770019531,267.8833923339844,269.3209228515625,72.9456787109375,66.60140991210938,62.47140121459961
148,9,5,4,268.79998779296875,42.260009765625,3.1300048828125,271.4085693359375,272.4792175292969,269.7679748535156,48.8228874206543,59.29143524169922,66.53141021728516
149,10,30,10,278.53997802734375,81.77999877929688,1.8699951171875,277.6944274902344,278.9677734375,279.57794189453125,71.96717071533203,67.62284088134766,67.37816619873047
150,8,31,5,290.4100036621094,47.47999572753906,-1.1199951171875,290.568603515625,290.154296875,289.4553527832031,55.818565368652344,58.7585334777832,58.70573425292969
151,9,18,4,282.54998779296875,64.67999267578125,3.970001220703125,280.8858337402344,281.220703125,280.1719970703125,55.060001373291016,51.46712875366211,55.28044891357422
152,8,29,5,298.8999938964844,32.95001220703125,2.149993896484375,289.4728088378906,288.94134521484375,287.4862060546875,50.209999084472656,47.683616638183594,47.71095657348633
153,10,12,10,289.8499755859375,43.329986572265625,-9.949996948242188,289.72015380859375,290.5976867675781,290.8604736328125,47.73566818237305,52.10221481323242,53.038509368896484
154,6,13,4,280.5299987792969,43.149993896484375,-3.589996337890625,282.2442321777344,280.6765441894531,277.6732482910156,57.950016021728516,70.46501922607422,75.31378936767578
155,6,29,4,288.05999755859375,46.649993896484375,8.889999389648438,282.83856201171875,281.7772216796875,279.78948974609375,62.65571594238281,65.42425537109375,70.52093505859375
156,6,13,4,278.55999755859375,72.61000061035156,-0.7299957275390625,278.29425048828125,275.616455078125,277.3153076171875,73.27000427246094,74.922119140625,74.33808898925781
157,10,30,3,278.77001953125,30.649993896484375,3.8300018310546875,279.8800048828125,275.0757751464844,272.0108947753906,48.87427520751953,55.98212814331055,64.17000579833984
158,10,26,3,279.739990234375,63.81999206542969,4.959991455078125,276.1314697265625,270.88861083984375,267.264404296875,73.99858856201172,74.38785552978516,77.6923599243164
159,11,30,4,290.82000732421875,51.00999450683594,-5.839996337890625,290.4557800292969,288.31500244140625,287.47235107421875,54.538578033447266,58.74076461791992,57.1076545715332
160,4,17,4,287.6600036621094,42.519989013671875,1.19000244140625,280.4529113769531,279.70001220703125,277.10662841796875,49.264320373535156,59.60573196411133,67.30762481689453
161,10,24,9,280.8399963378906,84.0,1.6999969482421875,279.02996826171875,278.9214782714844,277.97955322265625,71.70286560058594,64.9385986328125,66.11952209472656
162,9,26,4,287.8599853515625,27.489990234375,2.8499908447265625,286.0799865722656,283.6228942871094,281.469970703125,33.51285171508789,47.99927520751953,48.76620101928711
163,3,26,4,269.0899963378906,81.38999938964844,1.2700042724609375,271.4142761230469,272.6407470703125,271.1134338378906,75.95573425292969,79.13720703125,82.47957611083984
164,6,12,4,281.16998291015625,42.839996337890625,6.8300018310546875,279.0628967285156,278.9678649902344,280.2652282714844,44.690006256103516,47.82713317871094,46.33332443237305
165,6,28,4,281.28997802734375,51.350006103515625,-1.30999755859375,277.1186218261719,274.66717529296875,274.2752685546875,70.21862030029297,76.81929016113281,79.56332397460938
166,6,5,4,271.25,25.8800048828125,5.17999267578125,275.7599792480469,275.679931640625,272.4124450683594,35.90430450439453,56.67002487182617,65.4042739868164
167,6,29,5,299.5999755859375,27.3699951171875,0.649993896484375,291.0214538574219,289.2806701660156,287.90576171875,58.18423843383789,51.27717208862305,50.488555908203125
168,11,1,4,284.0,65.67999267578125,-3.07000732421875,278.41143798828125,275.32427978515625,275.0032653808594,73.97718811035156,77.71217346191406,78.66571807861328
169,10,28,3,283.25,44.149993896484375,7.7599945068359375,278.71856689453125,273.03863525390625,270.31231689453125,59.628562927246094,61.43855667114258,68.89905548095703
170,10,25,3,279.760009765625,65.3800048828125,1.1999969482421875,272.0114440917969,270.6543273925781,267.1942138671875,61.582855224609375,68.45427703857422,71.59857940673828
171,10,27,3,279.22998046875,79.75999450683594,0.0999908447265625,273.6429138183594,268.4364318847656,265.68621826171875,87.35712432861328,85.62712860107422,86.13569641113281
172,11,15,4,282.1499938964844,39.239990234375,0.3000030517578125,283.1643371582031,281.6221008300781,278.7984313964844,45.594295501708984,59.39142990112305,69.40568542480469
173,4,15,10,279.57000732421875,57.30999755859375,-1.9499969482421875,279.0726623535156,279.56280517578125,281.2266845703125,73.49850463867188,75.4285888671875,76.4413833618164
